position	numhm	numht
100000	4	13
200000	4	13
300000	2	13
400000	0	15
500000	0	2
600000	2	16
700000	3	20
800000	1	11
900000	3	2
1000000	1	7
1100000	2	10
1200000	1	14
1300000	0	13
1400000	3	10
1500000	1	38
1600000	3	34
1700000	1	21
1800000	0	24
1900000	1	10
2000000	0	28
2100000	6	18
2200000	4	31
2300000	3	27
2400000	2	21
2500000	3	19
2600000	8	13
2700000	2	5
2800000	5	19
2900000	1	14
3000000	3	17
3100000	2	20
3200000	9	62
3300000	6	67
3400000	5	30
3500000	1	20
3600000	3	9
3700000	3	13
3800000	9	21
3900000	7	16
4000000	1	14
4100000	4	30
4200000	6	41
4300000	1	21
4400000	4	25
4500000	3	12
4600000	8	17
4700000	5	13
4800000	6	15
4900000	5	11
5000000	1	5
5100000	1	11
5200000	2	33
5300000	4	40
5400000	4	27
5500000	3	38
5600000	3	25
5700000	3	32
5800000	1	24
5900000	1	45
6000000	2	22
6100000	2	15
6200000	13	69
6300000	1	14
6400000	2	16
6500000	8	10
6600000	5	33
6700000	3	17
6800000	3	30
6900000	2	25
7000000	5	29
7100000	9	118
7200000	4	29
7300000	5	25
7400000	1	27
7500000	7	49
7600000	0	18
7700000	2	12
7800000	8	27
7900000	5	21
8000000	3	24
8100000	4	26
8200000	6	22
8300000	8	25
8400000	6	31
8500000	3	32
8600000	6	33
8700000	6	58
8800000	1	10
8900000	0	7
9000000	3	10
9100000	2	24
9200000	2	13
9300000	1	3
9400000	6	24
9500000	6	29
9600000	20	83
9700000	1	24
9800000	2	23
9900000	6	22
10000000	3	27
10100000	3	14
10200000	4	30
10300000	4	8
10400000	3	18
10500000	6	35
10600000	4	15
10700000	4	29
10800000	1	10
10900000	4	29
11000000	10	34
11100000	6	38
11200000	8	43
11300000	12	54
11400000	13	55
11500000	14	60
11600000	10	54
11700000	5	20
11800000	1	11
11900000	2	16
12000000	4	21
12100000	5	29
12200000	12	56
12300000	39	71
12400000	32	79
12500000	5	40
12600000	2	58
12700000	4	66
12800000	18	144
12900000	7	30
13000000	5	50
13100000	2	17
13200000	7	60
13300000	4	58
13400000	19	121
13500000	4	53
13600000	3	89
13700000	6	93
13800000	5	170
13900000	2	101
14000000	29	168
14100000	6	92
14200000	7	84
14300000	3	147
14400000	26	112
14500000	6	257
14600000	17435	256
14700000	4147	30
14800000	2180	21
14900000	326	102
15000000	1	42
15100000	605	177
15200000	4	111
15300000	9	80
15400000	165	64
15500000	17	238
15600000	6	399
15700000	2	139
15800000	7	121
15900000	5	58
16000000	4	79
16100000	11	129
16200000	6	73
16300000	6	75
16400000	9	110
16500000	9	71
16600000	65	349
16700000	2	91
16800000	4	39
16900000	5	35
17000000	2	62
17100000	5	44
17200000	5	23
17300000	2	19
17400000	1	38
17500000	11	51
17600000	2	45
17700000	3	30
17800000	4	12
17900000	2	19
18000000	1	14
18100000	0	16
18200000	2	48
18300000	2	7
18400000	1	21
18500000	2	12
18600000	2	20
18700000	2	25
18800000	0	15
18900000	0	32
19000000	10	99
19100000	2	8
19200000	0	10
19300000	3	12
19400000	1	35
19500000	1	15
19600000	2	10
19700000	3	14
19800000	1	17
19900000	1	17
20000000	4	9
20100000	0	8
20200000	1	6
20300000	3	6
20400000	3	20
20500000	1	35
20600000	4	3
20700000	2	12
20800000	5	28
20900000	4	13
21000000	2	23
21100000	0	9
21200000	2	11
21300000	0	3
21400000	0	17
21500000	2	22
21600000	3	17
21700000	2	10
21800000	2	8
21900000	1	20
22000000	1	13
22100000	1	19
22200000	4	5
22300000	2	18
22400000	3	30
22500000	1	3
22600000	2	13
22700000	0	13
22800000	1	9
22900000	5	20
23000000	0	16
23100000	0	2
23200000	1	25
23300000	2	18
23400000	1	8
23500000	3	9
23600000	0	11
23700000	2	7
23800000	1	10
23900000	4	9
24000000	2	9
24100000	2	12
24200000	3	14
24300000	4	8
24400000	2	8
24500000	0	10
24600000	2	9
24700000	1	5
24800000	0	6
24900000	1	17
25000000	2	6
25100000	1	4
25200000	1	9
25300000	1	2
25400000	2	8
25500000	2	6
